Inventory ID,Project ID,Material Type,Quantity,Unit Price,Supplier Name,Supplier Contact,Location,Storage Location,Storage Conditions,Reorder Level,Reorder Quantity,Project Type,Project Name,Order Date,Expected Delivery Date,Actual Delivery Date,Procurement Status,Payment Status,Compliance Status,Risk Factor,Total Cost
INV-2095,PROJ-86,Wood,2518,5.52,Cruz-Stuart,261-933-9506x0951,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Covered,128,219,Residential,Flynn LLC Development Project,01-09-2024,23-05-2025,23-03-2025,Delivered,Overdue,Pending,Cost Overruns,13899.36
INV-2096,PROJ-63,Cement,524,92.88,Clark-Adams,295.826.4478,Dubai,Jebel Ali Free Zone (JAFZA),Open-air,200,382,Commercial,Young-Weber Development Project,17-10-2023,,,Cancelled,Paid,Non-compliant,Delay in Delivery,48669.12
INV-2097,PROJ-77,Cement,1959,94.74,Chase PLC,001-247-501-1234,Abu Dhabi,ICAD,Covered,122,469,Commercial,Ward-Davis Development Project,15-08-2024,,,Cancelled,Paid,Pending,Delay in Delivery,185595.66
INV-2098,PROJ-47,Safety Equipment,1644,47.25,"Maynard, Holt and Warren",775.413.5004,Dubai,Ras Al Khor Industrial Area,Covered,122,200,Residential,Wallace Group Development Project,18-05-2024,13-03-2025,28-08-2024,In-progress,Overdue,Non-compliant,Cost Overruns,77679
INV-2099,PROJ-72,Sand,4924,9.26,Murphy-Harvey,441.620.1401x442,Abu Dhabi,ICAD,Covered,76,211,Residential,Schmidt-Munoz Development Project,11-10-2023,20-09-2025,07-07-2025,Pending,Pending,Compliant,Cost Overruns,45596.24
INV-2100,PROJ-31,Paint,4056,18.79,Wade-Wilson,4385393350,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Covered,72,279,Residential,Morrison LLC Development Project,22-06-2024,25-07-2025,22-12-2024,In-progress,Pending,Compliant,Cost Overruns,76212.24
INV-2101,PROJ-10,Wood,3744,7.68,"Fowler, Morales and Yang",472-491-1220x02608,Abu Dhabi,Mussafah Industrial Area,Open-air,74,457,Residential,Bell-Anderson Development Project,14-07-2024,23-02-2025,22-11-2024,Pending,Overdue,Non-compliant,Material Shortage,28753.92
INV-2102,PROJ-77,Bricks,1862,7.82,Murphy-Harvey,(690)274-7171x745,Dubai,Dubai Investment Park (DIP),Open-air,119,313,Commercial,Ward-Davis Development Project,22-06-2024,06-07-2025,07-01-2025,Pending,Overdue,Non-compliant,Cost Overruns,14560.84
INV-2103,PROJ-77,Glass,1674,22.94,"Fowler, Brown and White",708-385-6081x550,Dubai,Ras Al Khor Industrial Area,Climate-controlled,151,496,Mixed-use,Ward-Davis Development Project,22-08-2024,06-03-2025,24-08-2024,Delivered,Pending,Non-compliant,Material Shortage,38401.56
INV-2104,PROJ-81,Wood,322,4.75,Chase PLC,438-657-7606x640,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Covered,167,340,Commercial,Patterson-Wood Development Project,02-12-2023,13-03-2025,04-07-2024,Pending,Overdue,Pending,Cost Overruns,1529.5
INV-2105,PROJ-36,Bricks,765,8.77,"Brewer, Swanson and Gutierrez",(620)757-8769x01927,Dubai,Jebel Ali Free Zone (JAFZA),Open-air,114,285,Commercial,Lewis-Leblanc Development Project,23-03-2024,13-01-2025,02-05-2024,In-progress,Pending,Non-compliant,Cost Overruns,6709.05
INV-2106,PROJ-62,Safety Equipment,3867,117.98,"Fowler, Morales and Yang",8663292609,Dubai,Ras Al Khor Industrial Area,Covered,141,500,Mixed-use,Crosby PLC Development Project,27-05-2024,,,Cancelled,Overdue,Non-compliant,Cost Overruns,456228.66
INV-2107,PROJ-87,Steel,251,751.08,"Fowler, Brown and White",7886984508,Sharjah,SAIF Zone,Open-air,138,322,Mixed-use,Acosta and Sons Development Project,14-07-2024,17-06-2025,01-03-2025,In-progress,Overdue,Pending,Material Shortage,188521.08
INV-2108,PROJ-7,Bricks,3294,6.37,Murphy Ltd,001-459-893-0205,Sharjah,Industrial Area 10,Climate-controlled,77,246,Mixed-use,"Ballard, Young and Peters Development Project",24-08-2024,,,Cancelled,Pending,Pending,Cost Overruns,20982.78
INV-2109,PROJ-88,Wood,1487,4.53,Wade-Wilson,502-702-7802x2294,Sharjah,Al Khan Industrial Area,Covered,157,305,Commercial,Moses and Sons Development Project,02-04-2024,24-02-2025,23-08-2024,In-progress,Paid,Compliant,Cost Overruns,6736.11
INV-2110,PROJ-75,Bricks,3882,7.59,Wade-Wilson,405.943.9997x4889,Sharjah,Industrial Area 10,Covered,108,492,Commercial,"Smith, Reed and Washington Development Project",14-02-2024,25-06-2025,09-06-2024,In-progress,Paid,Pending,Cost Overruns,29464.38
INV-2111,PROJ-37,Safety Equipment,4095,23.88,Chase PLC,5254180033,Dubai,Jebel Ali Free Zone (JAFZA),Covered,165,336,Mixed-use,Benitez-Tucker Development Project,17-09-2024,14-07-2025,12-03-2025,Pending,Paid,Non-compliant,Material Shortage,97788.6
INV-2112,PROJ-93,Bricks,2812,9.96,"Fowler, Brown and White",927.857.1932x5734,Sharjah,Hamriyah Free Zone,Climate-controlled,111,463,Mixed-use,Gardner-Clements Development Project,08-12-2023,,,Cancelled,Paid,Non-compliant,Material Shortage,28007.52
INV-2113,PROJ-79,Glass,3700,42.03,Murphy Ltd,864.581.8537,Dubai,Ras Al Khor Industrial Area,Climate-controlled,76,359,Residential,Hill-Whitney Development Project,26-02-2024,09-03-2025,10-08-2024,Delivered,Paid,Non-compliant,Delay in Delivery,155511
INV-2114,PROJ-57,Steel,3485,939.28,Sullivan-Sutton,5566826382,Dubai,Al Quoz Industrial Area,Open-air,194,411,Commercial,Bishop PLC Development Project,07-05-2024,09-06-2025,31-08-2024,Delivered,Pending,Compliant,Cost Overruns,3273390.8
INV-2115,PROJ-20,Wood,4280,5.43,Murphy Ltd,(819)348-0683,Abu Dhabi,Mussafah Industrial Area,Open-air,72,478,Residential,"Johnson, Burns and Ingram Development Project",13-11-2023,28-11-2024,03-12-2023,Delivered,Paid,Non-compliant,Cost Overruns,23240.4
INV-2116,PROJ-91,Sand,2072,14.24,Sullivan-Sutton,841-393-6741,Sharjah,Al Saja'a Industrial Area,Covered,68,372,Commercial,Young-Sweeney Development Project,27-04-2024,,,Cancelled,Pending,Non-compliant,Material Shortage,29505.28
INV-2117,PROJ-7,Steel,4221,615.63,Harper Ltd,337.376.6660x3488,Dubai,Ras Al Khor Industrial Area,Open-air,143,292,Commercial,"Ballard, Young and Peters Development Project",02-06-2024,22-08-2025,16-06-2025,Pending,Pending,Compliant,Delay in Delivery,2598574.23
INV-2118,PROJ-50,Tiles,3708,10.96,"Glenn, Burton and Henry",001-668-594-1510x8697,Sharjah,SAIF Zone,Covered,101,461,Residential,Ramirez PLC Development Project,21-12-2023,,,Cancelled,Pending,Pending,Material Shortage,40639.68
INV-2119,PROJ-8,Glass,442,47.51,"Fowler, Morales and Yang",+1-913-691-5993x66909,Abu Dhabi,Al Ain Industrial Area,Open-air,153,450,Commercial,Fuller-Monroe Development Project,02-07-2024,23-08-2025,07-08-2025,In-progress,Pending,Pending,Delay in Delivery,20999.42
INV-2120,PROJ-55,Sand,412,12.03,"Jackson, Thomas and Duncan",(820)885-8287x90701,Dubai,Ras Al Khor Industrial Area,Climate-controlled,200,247,Commercial,"Robbins, Rogers and Silva Development Project",06-09-2024,01-04-2025,25-12-2024,Pending,Pending,Compliant,Material Shortage,4956.36
INV-2121,PROJ-9,Paint,2651,14.08,Cruz-Stuart,401-588-3224x9686,Dubai,Dubai Investment Park (DIP),Climate-controlled,135,255,Mixed-use,Harper-Vazquez Development Project,02-02-2024,25-02-2025,04-01-2025,Pending,Overdue,Pending,Cost Overruns,37326.08
INV-2122,PROJ-60,Glass,313,45.32,Hall-Green,544-908-6039,Sharjah,Al Khan Industrial Area,Covered,195,364,Residential,Morris-Smith Development Project,21-03-2024,,,Cancelled,Paid,Pending,Cost Overruns,14185.16
INV-2123,PROJ-3,Bricks,2522,4.27,"Fowler, Brown and White",001-267-832-8062x019,Dubai,Dubai Silicon Oasis,Climate-controlled,187,473,Mixed-use,"Wallace, Green and Jennings Development Project",10-08-2024,17-06-2025,13-10-2024,Pending,Paid,Non-compliant,Material Shortage,10768.94
INV-2124,PROJ-37,Tiles,2900,30.65,Sullivan-Sutton,+1-673-472-4729x46131,Abu Dhabi,ICAD,Climate-controlled,89,478,Commercial,Benitez-Tucker Development Project,05-06-2024,20-09-2025,28-01-2025,Pending,Paid,Compliant,Cost Overruns,88885
INV-2125,PROJ-46,Glass,2224,33.72,Hall-Green,(871)477-9551x227,Abu Dhabi,Mussafah Industrial Area,Open-air,191,231,Residential,"Hurst, Reid and Torres Development Project",03-11-2023,15-06-2025,27-08-2024,Delivered,Overdue,Compliant,Material Shortage,74993.28
INV-2126,PROJ-46,Paint,3811,22.34,"Jackson, Thomas and Duncan",001-945-515-8749x1754,Abu Dhabi,ICAD,Climate-controlled,56,265,Mixed-use,"Hurst, Reid and Torres Development Project",21-09-2024,18-09-2025,14-07-2025,Delivered,Pending,Pending,Delay in Delivery,85137.74
INV-2127,PROJ-45,Bricks,124,3.23,Murphy-Harvey,001-201-679-8373x9072,Dubai,Jebel Ali Free Zone (JAFZA),Covered,120,291,Commercial,Fisher Inc Development Project,22-07-2024,23-06-2025,16-12-2024,In-progress,Pending,Non-compliant,Delay in Delivery,400.52
INV-2128,PROJ-70,Paint,1390,17.77,"Brewer, Swanson and Gutierrez",403.737.0671,Abu Dhabi,Mussafah Industrial Area,Climate-controlled,160,478,Residential,Alvarez PLC Development Project,26-03-2024,,,Cancelled,Overdue,Non-compliant,Material Shortage,24700.3
INV-2129,PROJ-20,Glass,4233,46,"Brewer, Swanson and Gutierrez",001-795-363-9840,Dubai,Dubai Investment Park (DIP),Climate-controlled,170,422,Mixed-use,"Johnson, Burns and Ingram Development Project",22-01-2024,,,Cancelled,Pending,Non-compliant,Delay in Delivery,194718
INV-2130,PROJ-17,Wood,1291,5.94,"Barton, Johnson and Stark",459.640.9163x59020,Dubai,Al Quoz Industrial Area,Climate-controlled,141,229,Residential,Cummings Inc Development Project,02-01-2024,03-04-2025,30-03-2025,Delivered,Overdue,Pending,Delay in Delivery,7668.54
INV-2131,PROJ-50,Glass,3944,39.53,"Jackson, Thomas and Duncan",+1-880-441-1253x9076,Abu Dhabi,ICAD,Climate-controlled,102,361,Commercial,Ramirez PLC Development Project,12-04-2024,07-01-2025,25-06-2024,Pending,Overdue,Pending,Delay in Delivery,155906.32
INV-2132,PROJ-99,Sand,2045,10.95,Chase PLC,220-774-3926,Dubai,Al Quoz Industrial Area,Climate-controlled,54,369,Residential,Walker Ltd Development Project,17-04-2024,17-01-2025,05-10-2024,In-progress,Overdue,Compliant,Cost Overruns,22392.75
INV-2133,PROJ-23,Steel,3255,689.02,Cruz-Stuart,987-985-4742,Dubai,Dubai Silicon Oasis,Open-air,60,436,Mixed-use,Avery-Hurst Development Project,22-05-2024,,,Cancelled,Overdue,Compliant,Material Shortage,2242760.1
INV-2134,PROJ-71,Sand,3000,11.08,"Brewer, Swanson and Gutierrez",400.233.7357x932,Abu Dhabi,Mussafah Industrial Area,Open-air,191,375,Residential,Crawford-Bates Development Project,20-01-2024,16-08-2025,19-08-2024,Delivered,Pending,Pending,Cost Overruns,33240
INV-2135,PROJ-55,Sand,2350,9.95,George Ltd,668.289.0677x9337,Dubai,Al Quoz Industrial Area,Open-air,198,285,Residential,"Robbins, Rogers and Silva Development Project",18-01-2024,,,Cancelled,Overdue,Compliant,Cost Overruns,23382.5
INV-2136,PROJ-64,Paint,440,12.25,"Miller, Nelson and Bailey",4209409143,Dubai,Al Quoz Industrial Area,Climate-controlled,87,302,Residential,Lopez-Murray Development Project,30-05-2024,09-11-2024,30-08-2024,Pending,Overdue,Compliant,Delay in Delivery,5390
INV-2137,PROJ-91,Glass,4296,40.04,"Maynard, Holt and Warren",001-520-324-1351,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Open-air,143,202,Mixed-use,Young-Sweeney Development Project,01-05-2024,,,Cancelled,Pending,Non-compliant,Material Shortage,172011.84
INV-2138,PROJ-36,Cement,4088,80.39,"Miller, Nelson and Bailey",840.315.4736x6593,Dubai,Ras Al Khor Industrial Area,Open-air,107,452,Commercial,Lewis-Leblanc Development Project,01-08-2024,18-09-2025,15-09-2024,In-progress,Pending,Pending,Material Shortage,328634.32
INV-2139,PROJ-20,Tiles,3661,19.95,"Mayo, Chen and Reed",3733559733,Dubai,Dubai Silicon Oasis,Open-air,111,284,Mixed-use,"Johnson, Burns and Ingram Development Project",04-07-2024,,,Cancelled,Paid,Pending,Delay in Delivery,73036.95
INV-2140,PROJ-90,Cement,2465,94.54,"Glenn, Burton and Henry",283.685.1278x50196,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Covered,141,414,Commercial,Weber Group Development Project,27-09-2023,25-04-2025,02-01-2025,In-progress,Overdue,Pending,Cost Overruns,233041.1
INV-2141,PROJ-71,Sand,1853,11.49,"Brewer, Swanson and Gutierrez",-6763,Sharjah,Al Khan Industrial Area,Open-air,94,241,Commercial,Crawford-Bates Development Project,19-04-2024,07-06-2025,24-01-2025,Delivered,Pending,Compliant,Delay in Delivery,21290.97
INV-2142,PROJ-82,Paint,3738,10.58,Cruz-Stuart,7207460688,Dubai,Al Quoz Industrial Area,Climate-controlled,56,259,Mixed-use,Schaefer Inc Development Project,23-04-2024,19-06-2025,18-12-2024,Delivered,Overdue,Pending,Material Shortage,39548.04
INV-2143,PROJ-47,Bricks,997,14.46,"Jackson, Thomas and Duncan",549.225.6703x91842,Abu Dhabi,Baniyas East,Climate-controlled,95,219,Commercial,Wallace Group Development Project,14-02-2024,,,Cancelled,Pending,Non-compliant,Material Shortage,14416.62
INV-2144,PROJ-14,Sand,745,10.63,"Mayo, Chen and Reed",604-331-4122x61928,Abu Dhabi,Al Ain Industrial Area,Climate-controlled,121,468,Commercial,Williams PLC Development Project,17-10-2023,08-12-2024,26-11-2023,In-progress,Pending,Compliant,Delay in Delivery,7919.35
INV-2145,PROJ-75,Tiles,1928,41.77,"Glenn, Burton and Henry",(891)298-5013x2689,Dubai,Ras Al Khor Industrial Area,Climate-controlled,130,374,Mixed-use,"Smith, Reed and Washington Development Project",01-05-2024,05-11-2024,29-07-2024,In-progress,Overdue,Pending,Delay in Delivery,80532.56
INV-2146,PROJ-99,Wood,3671,6.89,Cruz-Stuart,(455)482-8031x313,Abu Dhabi,Al Ain Industrial Area,Open-air,119,239,Mixed-use,Walker Ltd Development Project,07-06-2024,21-04-2025,23-01-2025,Delivered,Pending,Compliant,Material Shortage,25293.19
INV-2147,PROJ-42,Steel,4741,781.12,Chase PLC,001-619-611-3944x56460,Dubai,Ras Al Khor Industrial Area,Open-air,158,275,Mixed-use,Gregory Ltd Development Project,18-06-2024,11-08-2025,17-01-2025,Pending,Overdue,Pending,Delay in Delivery,3703289.92
INV-2148,PROJ-36,Wood,4573,5.38,Robinson Inc,001-704-947-9524x567,Dubai,Ras Al Khor Industrial Area,Open-air,61,432,Mixed-use,Lewis-Leblanc Development Project,15-08-2024,,,Cancelled,Pending,Pending,Material Shortage,24602.74
INV-2149,PROJ-44,Glass,3500,47.04,Hall-Green,229-836-1479,Abu Dhabi,Al Ain Industrial Area,Covered,187,397,Mixed-use,"Duffy, Luna and Rosario Development Project",22-06-2024,23-12-2024,21-08-2024,Pending,Paid,Compliant,Cost Overruns,164640
INV-2150,PROJ-37,Wood,4982,4.03,Chase PLC,989.939.5843,Abu Dhabi,Mussafah Industrial Area,Covered,105,479,Residential,Benitez-Tucker Development Project,27-01-2024,16-02-2025,03-09-2024,Pending,Paid,Pending,Material Shortage,20077.46
INV-2151,PROJ-32,Wood,2668,4.73,"Barton, Johnson and Stark",001-768-357-7488x4881,Sharjah,Hamriyah Free Zone,Open-air,71,225,Commercial,Morrison Group Development Project,12-10-2023,,,Cancelled,Overdue,Compliant,Cost Overruns,12619.64
INV-2152,PROJ-33,Tiles,4688,16.54,Wade-Wilson,(271)738-0484x619,Abu Dhabi,Mussafah Industrial Area,Covered,62,479,Residential,Taylor-Michael Development Project,11-11-2023,27-01-2025,12-08-2024,Pending,Overdue,Compliant,Material Shortage,77539.52
INV-2153,PROJ-29,Bricks,4578,5,Murphy-Harvey,617.316.0132,Dubai,Jebel Ali Free Zone (JAFZA),Open-air,77,396,Residential,"Pierce, Riggs and Gutierrez Development Project",10-08-2024,05-12-2024,30-10-2024,Pending,Overdue,Pending,Cost Overruns,22890
INV-2154,PROJ-1,Paint,1754,17.31,Sullivan-Sutton,874.945.4989,Sharjah,Al Khan Industrial Area,Climate-controlled,56,234,Mixed-use,"Peterson, Krause and Abbott Development Project",22-07-2024,,,Cancelled,Overdue,Compliant,Cost Overruns,30361.74
INV-2155,PROJ-87,Bricks,2437,13.43,Chase PLC,(637)892-5985,Dubai,Dubai Silicon Oasis,Covered,175,493,Commercial,Acosta and Sons Development Project,06-07-2024,,,Cancelled,Pending,Compliant,Material Shortage,32728.91
INV-2156,PROJ-73,Tiles,2390,34.89,Cruz-Stuart,2355539664,Abu Dhabi,ICAD,Open-air,56,373,Residential,Williams-Martinez Development Project,02-08-2024,20-10-2024,08-09-2024,In-progress,Overdue,Pending,Material Shortage,83387.1
INV-2157,PROJ-81,Sand,1552,14.87,Cruz-Stuart,646.337.3297x973,Sharjah,Industrial Area 10,Open-air,106,449,Residential,Patterson-Wood Development Project,19-09-2024,01-02-2025,27-01-2025,In-progress,Overdue,Pending,Delay in Delivery,23078.24
INV-2158,PROJ-24,Safety Equipment,2746,56.63,Murphy Ltd,(773)306-3476x79394,Dubai,Ras Al Khor Industrial Area,Covered,148,348,Commercial,Walker Ltd Development Project,30-12-2023,,,Cancelled,Overdue,Non-compliant,Cost Overruns,155505.98
INV-2159,PROJ-93,Sand,4376,13.52,Hall-Green,(250)562-3575x5057,Abu Dhabi,Baniyas East,Covered,164,390,Residential,Gardner-Clements Development Project,29-07-2024,09-04-2025,16-11-2024,In-progress,Pending,Compliant,Cost Overruns,59163.52
INV-2160,PROJ-53,Tiles,1889,35.1,"Jackson, Thomas and Duncan",784-325-1448x98764,Sharjah,Al Khan Industrial Area,Open-air,115,283,Commercial,Reyes-Eaton Development Project,16-12-2023,29-06-2025,04-04-2025,Delivered,Overdue,Non-compliant,Cost Overruns,66303.9
INV-2161,PROJ-11,Safety Equipment,2423,30.8,Harper Ltd,610.759.2657x50424,Sharjah,Al Saja'a Industrial Area,Climate-controlled,195,229,Commercial,White PLC Development Project,16-03-2024,20-10-2024,08-10-2024,Pending,Pending,Pending,Cost Overruns,74628.4
INV-2162,PROJ-88,Glass,4381,29.01,Robinson Inc,799.636.1588x491,Sharjah,Industrial Area 10,Covered,169,265,Mixed-use,Moses and Sons Development Project,07-10-2023,,,Cancelled,Overdue,Pending,Delay in Delivery,127092.81
INV-2163,PROJ-68,Bricks,1005,14.21,"Mayo, Chen and Reed",(368)342-5916,Abu Dhabi,Mussafah Industrial Area,Open-air,142,223,Residential,Zuniga-Perry Development Project,24-10-2023,20-02-2025,28-11-2024,Pending,Paid,Non-compliant,Material Shortage,14281.05
INV-2164,PROJ-14,Glass,2713,32.91,Wade-Wilson,+1-363-596-5286x23353,Dubai,Jebel Ali Free Zone (JAFZA),Climate-controlled,137,427,Residential,Williams PLC Development Project,01-01-2024,,,Cancelled,Pending,Compliant,Material Shortage,89284.83
INV-2165,PROJ-3,Sand,2641,10.08,"Barton, Johnson and Stark",427.396.4448,Sharjah,Al Saja'a Industrial Area,Climate-controlled,93,411,Residential,"Wallace, Green and Jennings Development Project",12-12-2023,20-12-2024,09-03-2024,Pending,Overdue,Compliant,Material Shortage,26621.28
INV-2166,PROJ-58,Sand,1446,8.62,"Miller, Nelson and Bailey",(240)632-8876x021,Dubai,Al Quoz Industrial Area,Climate-controlled,66,277,Commercial,"Anderson, Lawrence and Kelly Development Project",27-03-2024,,,Cancelled,Pending,Compliant,Cost Overruns,12464.52
INV-2167,PROJ-17,Sand,2522,14.95,"Jackson, Thomas and Duncan",6885910030,Sharjah,SAIF Zone,Climate-controlled,55,277,Commercial,Cummings Inc Development Project,28-06-2024,30-03-2025,25-08-2024,In-progress,Pending,Non-compliant,Delay in Delivery,37703.9
INV-2168,PROJ-63,Tiles,547,49,Wade-Wilson,001-311-730-7501,Dubai,Dubai Investment Park (DIP),Covered,171,416,Residential,Young-Weber Development Project,13-03-2024,31-10-2024,27-09-2024,In-progress,Overdue,Pending,Material Shortage,26803
INV-2169,PROJ-98,Paint,2413,24.86,"Jackson, Thomas and Duncan",907.444.3878,Dubai,Ras Al Khor Industrial Area,Open-air,99,419,Mixed-use,"Washington, Day and Hughes Development Project",22-01-2024,20-11-2024,25-02-2024,In-progress,Overdue,Non-compliant,Delay in Delivery,59987.18
INV-2170,PROJ-34,Wood,2230,7.94,"Fowler, Morales and Yang",001-925-754-9737x498,Dubai,Dubai Investment Park (DIP),Covered,122,238,Residential,"Lane, Elliott and Taylor Development Project",22-05-2024,,,Cancelled,Overdue,Compliant,Material Shortage,17706.2
INV-2171,PROJ-72,Steel,2080,745.96,Murphy-Harvey,+1-565-710-2103x743,Abu Dhabi,Al Ain Industrial Area,Climate-controlled,55,455,Residential,Schmidt-Munoz Development Project,09-08-2024,,,Cancelled,Paid,Non-compliant,Material Shortage,1551596.8
INV-2172,PROJ-48,Bricks,2066,7.29,George Ltd,2652492677,Dubai,Ras Al Khor Industrial Area,Open-air,90,409,Residential,"Martin, Fisher and Wiley Development Project",25-02-2024,13-03-2025,30-01-2025,Pending,Paid,Pending,Cost Overruns,15061.14
INV-2173,PROJ-66,Tiles,2547,10.46,George Ltd,+1-287-333-0146x07884,Abu Dhabi,ICAD,Climate-controlled,177,214,Commercial,Cox Group Development Project,25-10-2023,,,Cancelled,Pending,Compliant,Delay in Delivery,26641.62
INV-2174,PROJ-13,Wood,2813,5.42,"Maynard, Holt and Warren",+1-721-459-0415x644,Abu Dhabi,ICAD,Climate-controlled,165,338,Mixed-use,Vazquez-Roth Development Project,01-01-2024,27-04-2025,20-12-2024,Delivered,Paid,Compliant,Delay in Delivery,15246.46
INV-2175,PROJ-58,Paint,2162,15.36,"Jackson, Thomas and Duncan",+1-812-864-6582x01921,Abu Dhabi,Mussafah Industrial Area,Climate-controlled,172,334,Residential,"Anderson, Lawrence and Kelly Development Project",15-10-2023,19-08-2025,29-12-2024,Pending,Paid,Non-compliant,Cost Overruns,33208.32
